"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","Pass Yds (O)","Pass TD (O)","Int (O)","Rush Att (O)","Rush Yds (O)","Rush TD (O)","Targets (O)","Rec (O)","Rec Yds (O)","Rec TD (O)","Ret TD (O)","2-PT (O)","Fum Lost (O)","Fum Ret TD (O)","FG 0-19 (K)","FG 20-29 (K)","FG 30-39 (K)","FG 40-49 (K)","FG 50+ (K)","PAT Made (K)","Pts Allow (DT)","Sack (DT)","Int (DT)","Fum Rec (DT)","TD (DT)","Safe (DT)","Blk Kick (DT)","Ret TD (DT)","XPR (DT)","Pts Allow 0 (DT)","Pts Allow 1-6 (DT)","Pts Allow 7-13 (DT)","Pts Allow 14-20 (DT)","Pts Allow 21-27 (DT)","Pts Allow 28-34 (DT)","Pts Allow 35+ (DT)","Image"
"406.p.33035","1513","Moa","David","NYG","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/08pSZcBWzN7cB17CmW5hAg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01082022/33035.png"
"406.p.33195","1514","Daniels","Darrion","Atl","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/putCy2TFeyfmV34b9RFHQQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01212022/33195.png"
"406.p.33194","1515","Acy","DeMarkus","Pit","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mfuGjNTn.TJVWfWl1jFxgA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01202022/33194.png"
"406.p.33190","1516","Price","Bobby","Det","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Ti9OwJmroxZw7m_8zdJG5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09292021/33190.png"
"406.p.33189","1517","Elliott","Jalen","NE","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/oT.Qc966V8nFmv2nizoJRg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09292021/33189.png"
"406.p.33779","1518","Johnson","Zeandae","Min","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/dqW76WlE10hFYFVqlXFkjQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112021/33779.png"
"406.p.33184","1519","Leo","Matt","Phi","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/h_qLa4szbmf5QiogoeeU5g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01192022/33184.png"
"406.p.33147","1520","Orr","Chris","Car","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/lEN4civQt1JtS.x617_slQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/33147.png"
"406.p.33180","1521","Smith","Rashad","Atl","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/D7Me5RTDUDp1zB.ujfVj1w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01192022/33180.png"
"406.p.33176","1522","Mack","Ledarius","Chi","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/A7304HGcMMu_j2ecpBPF9g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09242021/33176.png"
"406.p.33175","1523","London","LaCale","Chi","Available","","DT,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ECUzR1kGMoqbeU6zBEGhdw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09242021/33175.png"
"406.p.33042","1524","Abrams Jr.","Delrick","LAR","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Q5Q8xxg1AOTrZU11stwkow--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09212021/33042.png"
"406.p.33174","1525","Jones","Keandre","Cin","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vWfXh4CiJ.iUHXywtdaZrg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272021/33174.png"
"406.p.33159","1526","Jones","Jamir","Jax","Available","","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/YmGSywHHYxbxMhY9AUFcLA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09162021/33159.png"
"406.p.33051","1527","Lalos","Niko","NO","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/S1gbt3PSIHycCgoM0hjTNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01082022/33051.png"
"406.p.33811","1528","Stills","Darius","KC","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/kGgUa_2mFAUvrdnOso9Lkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33811.png"
"406.p.33052","1529","Edwards","Austin","KC","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/PiPHagoZU4yoKc2FbEwVHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10072021/33052.png"
"406.p.33055","1530","Farris","Rojesterman","Den","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33158","1531","Johnson","Jan","Ten","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/4BA.d6fpRK8eG1aPnsHu6g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10082021/33158.png"
"406.p.33058","1532","Hall","Tyler","LAR","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/GiBckpl4mFdEXhJgcmgGTw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09212021/33058.png"
"406.p.33156","1533","Alufohai","Auzoyah","Jax","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/vjJfR.rGUFle8WYR8RwhHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10042021/33156.png"
"406.p.33785","1534","Scott","Jordon","Min","NotAvailable","NA - Undisclosed","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.32958","1535","Davis","Javaris","Mia","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ZJcXhhZbaM.wZwlyMRgEIQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12132021/32958.png"
"406.p.33289","1536","Siverand","Kemah","LV","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/ossA3Tzgj0Mk25ZuvT5hbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/33289.png"
"406.p.32847","1537","Danna","Michael","KC","Available","","DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/KoeMtlxxw2ax9pxv.dVGbQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10072021/32847.png"
"406.p.33701","1538","Peters","Jordyn","NYG","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/nQp6SXG9NZiwF5LvCE4rqg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142021/33701.png"
"406.p.32875","1539","Metellus","Josh","Min","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wW9xoFfLzV5Fd3y0.gWMtQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/12142021/32875.png"
"406.p.33688","1540","Smith","Shaq","NO","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/zj0memgZECDUL3AoCK92HQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122021/33688.png"
"406.p.33694","1541","Dunn","Isaiah","NYJ","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/q8zj14CeGnNwUUHCegS_Cg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142021/33694.png"
"406.p.33385","1542","Ibe","J.T.","Car","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33383","1543","Miller","Jarvis","Pit","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Yc4jiJPyFE8Jmj_vFuPq3Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08122021/33383.png"
"406.p.32881","1544","Rodgers","Isaiah","Ind","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/gaqEBbwQ8uvHQkg76aqCUQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10042021/32881.png"
"406.p.33695","1545","Dwumfour","Michael","Hou","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Dqnw7wbL2ztE2o7d0jq9Sg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142021/33695.png"
"406.p.32883","1546","Glasgow","Jordan","Ind","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/jDisHvGq98TIRsUyomC0QQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10042021/32883.png"
"406.p.33856","1547","Hewitt","Jarrod","Sea","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/Z1ylUq_6dNnkN.VpCevrjQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33856.png"
"406.p.32885","1548","Bailey","Markus","Cin","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/j1Px6hezURAzQrQZZghUqw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09272021/32885.png"
"406.p.32886","1549","Curl","Kamren","Was","Questionable","Q - Knee","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/577tlgkhtJQtD2fy13_bZw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/32886.png"
"406.p.33696","1550","Eifler","Milo","Was","Available","","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8r45ZQ5dj9Q_G28eu0XJcg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142021/33696.png"
"406.p.33380","1551","Khoury","Brian","NE","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33852","1552","Crosswell","Aashari","Sea","NotAvailable","NA","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/i9IjSDdkM5PZ0JKIISyxAA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08132021/33852.png"
"406.p.32874","1553","Maluia","Cassh","Ten","NotAvailable","NA","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/PXIp3TcZhOk6ozKnp9cHkw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/32874.png"
"406.p.33851","1554","Tonga","Khyiris","Chi","Available","","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/wGDCu1NIl_TGqnDsS0geDQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08062021/33851.png"
"406.p.32888","1555","Coughlin","Carter","NYG","Questionable","Q - Ankle","LB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/NFoPLZhyh9Uvbpkkiwb5Kg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/01082022/32888.png"
"406.p.33702","1556","Rashed Jr.","Hamilcar","Pit","Available","","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33377","1557","Gaines","Innis","GB","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/8w.r4U75PISfFMT693qdmw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33377.png"
"406.p.33704","1558","White","Brendon","NYJ","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/mabqS3yeoG8bnCxBL19J0g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08142021/33704.png"
"406.p.33848","1559","Phillips","Antonio","Hou","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/oJMida21HW7MArqFsi0SSw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102021/33848.png"
"406.p.32889","1560","Stone","Geno","Bal","Available","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/54_Fel4Qxa8p91fol6oZoA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09222021/32889.png"
"406.p.33373","1561","Patrick","Aaron","Den","Available","","LB,DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.33368","1562","Patterson","Manny","KC","NotAvailable","NA","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/T3ZO03ajINgJ8G0cGkUVJw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10072021/33368.png"
"406.p.33365","1563","Barnett","Michael","Det","NotAvailable","NA","DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png"
"406.p.32891","1564","Thomas-Oliver III","Stantley","Car","Available","","CB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://s.yimg.com/iu/api/res/1.2/0cLDkoJ41YLns84A3XhCRQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09232021/32891.png"
